respondent_id,education_level,study_hours_per_day,preferred_learning_method,main_learning_challenge,motivation_level,online_learning_opinion,device_used_for_study,compound_score,sentiment_label,top10_words,top10_words_str
8165,Undergraduate,3,Video lectures,Lack of concentration,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8166,Undergraduate,3,Practice exercises,Lack of concentration,High,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8167,Graduate,6,Practice exercises,Low motivation,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8168,Postgraduate,1,Recorded tutorials,Lack of concentration,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8169,Graduate,4,Recorded tutorials,Lack of concentration,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8170,Undergraduate,3,Practice exercises,Difficulty understanding concepts,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8171,Undergraduate,5,Reading notes,Difficulty understanding concepts,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8172,Postgraduate,5,Recorded tutorials,Lack of concentration,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8173,Graduate,4,Reading notes,Lack of concentration,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8174,Graduate,1,Reading notes,Academic workload pressure,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8175,Graduate,5,Recorded tutorials,Lack of concentration,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8176,Graduate,5,Interactive discussion,Time management difficulty,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8177,Graduate,3,Practice exercises,Low motivation,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8178,Undergraduate,5,Practice exercises,Internet connectivity issues,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8179,Postgraduate,5,Practice exercises,Lack of concentration,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8180,Postgraduate,5,Reading notes,Difficulty understanding concepts,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8181,Postgraduate,5,Video lectures,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8182,Undergraduate,6,Interactive discussion,Academic workload pressure,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8183,Postgraduate,5,Practice exercises,Internet connectivity issues,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8184,Postgraduate,1,Reading notes,Lack of concentration,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8185,Postgraduate,6,Recorded tutorials,Academic workload pressure,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8186,Graduate,5,Reading notes,Academic workload pressure,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8187,Graduate,5,Reading notes,Internet connectivity issues,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8188,Undergraduate,1,Reading notes,Low motivation,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8189,Undergraduate,1,Practice exercises,Time management difficulty,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8190,Postgraduate,6,Recorded tutorials,Internet connectivity issues,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8191,Undergraduate,1,Reading notes,Internet connectivity issues,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8192,Graduate,2,Video lectures,Low motivation,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8193,Undergraduate,5,Video lectures,Lack of concentration,High,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8194,Graduate,1,Recorded tutorials,Low motivation,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8195,Undergraduate,5,Recorded tutorials,Lack of concentration,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8196,Graduate,5,Practice exercises,Lack of concentration,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8197,Graduate,2,Practice exercises,Difficulty understanding concepts,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8198,Undergraduate,6,Video lectures,Time management difficulty,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8199,Graduate,2,Reading notes,Academic workload pressure,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8200,Graduate,5,Recorded tutorials,Academic workload pressure,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8201,Undergraduate,4,Reading notes,Lack of concentration,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8202,Graduate,1,Video lectures,Low motivation,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8203,Postgraduate,1,Video lectures,Time management difficulty,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8204,Graduate,1,Recorded tutorials,Academic workload pressure,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8205,Postgraduate,3,Interactive discussion,Lack of concentration,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8206,Undergraduate,5,Recorded tutorials,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8207,Postgraduate,5,Reading notes,Internet connectivity issues,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8208,Graduate,6,Practice exercises,Academic workload pressure,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8209,Graduate,1,Reading notes,Lack of concentration,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8210,Postgraduate,6,Recorded tutorials,Difficulty understanding concepts,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8211,Graduate,1,Reading notes,Time management difficulty,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8212,Postgraduate,1,Recorded tutorials,Low motivation,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8213,Graduate,4,Recorded tutorials,Lack of concentration,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8214,Undergraduate,4,Recorded tutorials,Academic workload pressure,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8215,Postgraduate,5,Video lectures,Academic workload pressure,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8216,Undergraduate,2,Reading notes,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8217,Graduate,3,Reading notes,Internet connectivity issues,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8218,Postgraduate,4,Video lectures,Difficulty understanding concepts,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8219,Graduate,5,Interactive discussion,Time management difficulty,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8220,Graduate,5,Video lectures,Internet connectivity issues,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8221,Postgraduate,2,Video lectures,Internet connectivity issues,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8222,Graduate,4,Interactive discussion,Difficulty understanding concepts,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8223,Postgraduate,4,Recorded tutorials,Academic workload pressure,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8224,Undergraduate,1,Video lectures,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8225,Graduate,1,Recorded tutorials,Lack of concentration,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8226,Postgraduate,1,Recorded tutorials,Lack of concentration,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8227,Postgraduate,6,Reading notes,Time management difficulty,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8228,Postgraduate,6,Video lectures,Difficulty understanding concepts,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8229,Postgraduate,4,Video lectures,Academic workload pressure,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8230,Postgraduate,5,Practice exercises,Lack of concentration,High,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8231,Undergraduate,2,Recorded tutorials,Lack of concentration,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8232,Postgraduate,3,Video lectures,Lack of concentration,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8233,Graduate,4,Reading notes,Academic workload pressure,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8234,Postgraduate,2,Interactive discussion,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8235,Postgraduate,6,Reading notes,Time management difficulty,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8236,Undergraduate,1,Recorded tutorials,Difficulty understanding concepts,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8237,Undergraduate,2,Practice exercises,Low motivation,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8238,Undergraduate,4,Video lectures,Low motivation,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8239,Graduate,4,Video lectures,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8240,Postgraduate,5,Practice exercises,Low motivation,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8241,Postgraduate,1,Video lectures,Time management difficulty,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8242,Graduate,3,Interactive discussion,Internet connectivity issues,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8243,Graduate,5,Practice exercises,Internet connectivity issues,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8244,Undergraduate,1,Reading notes,Low motivation,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8245,Undergraduate,6,Interactive discussion,Lack of concentration,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8246,Graduate,1,Recorded tutorials,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8247,Postgraduate,2,Recorded tutorials,Academic workload pressure,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8248,Postgraduate,2,Reading notes,Time management difficulty,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8249,Undergraduate,6,Video lectures,Lack of concentration,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8250,Postgraduate,1,Video lectures,Internet connectivity issues,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8251,Postgraduate,6,Interactive discussion,Time management difficulty,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8252,Undergraduate,2,Interactive discussion,Lack of concentration,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8253,Graduate,5,Interactive discussion,Difficulty understanding concepts,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8254,Graduate,5,Recorded tutorials,Lack of concentration,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8255,Graduate,4,Video lectures,Low motivation,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8256,Graduate,4,Recorded tutorials,Academic workload pressure,Low,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8257,Postgraduate,5,Practice exercises,Difficulty understanding concepts,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8258,Undergraduate,5,Recorded tutorials,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8259,Postgraduate,3,Practice exercises,Difficulty understanding concepts,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8260,Graduate,1,Interactive discussion,Academic workload pressure,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8261,Undergraduate,4,Practice exercises,Time management difficulty,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8262,Undergraduate,6,Reading notes,Difficulty understanding concepts,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8263,Postgraduate,3,Video lectures,Difficulty understanding concepts,Medium,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8264,Graduate,5,Video lectures,Time management difficulty,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8265,Graduate,6,Reading notes,Difficulty understanding concepts,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8266,Graduate,4,Recorded tutorials,Difficulty understanding concepts,Medium,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8267,Postgraduate,2,Video lectures,Internet connectivity issues,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8268,Graduate,2,Reading notes,Low motivation,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8269,Postgraduate,1,Video lectures,Time management difficulty,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8270,Undergraduate,5,Video lectures,Low motivation,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8271,Postgraduate,6,Interactive discussion,Low motivation,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8272,Postgraduate,2,Reading notes,Lack of concentration,Medium,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8273,Graduate,3,Recorded tutorials,Academic workload pressure,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8274,Graduate,2,Video lectures,Lack of concentration,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8275,Postgraduate,1,Video lectures,Difficulty understanding concepts,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8276,Postgraduate,1,Interactive discussion,Difficulty understanding concepts,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8277,Graduate,1,Reading notes,Difficulty understanding concepts,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8278,Undergraduate,6,Practice exercises,Difficulty understanding concepts,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8279,Undergraduate,1,Reading notes,Low motivation,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8280,Postgraduate,5,Practice exercises,Lack of concentration,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8281,Undergraduate,3,Practice exercises,Lack of concentration,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8282,Graduate,4,Interactive discussion,Academic workload pressure,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8283,Postgraduate,4,Video lectures,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8284,Undergraduate,3,Recorded tutorials,Lack of concentration,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8285,Graduate,5,Recorded tutorials,Difficulty understanding concepts,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8286,Postgraduate,2,Recorded tutorials,Internet connectivity issues,Low,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8287,Graduate,3,Interactive discussion,Academic workload pressure,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8288,Postgraduate,3,Video lectures,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8289,Undergraduate,5,Interactive discussion,Low motivation,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8290,Undergraduate,6,Video lectures,Lack of concentration,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
8291,Postgraduate,2,Reading notes,Academic workload pressure,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8292,Postgraduate,1,Interactive discussion,Difficulty understanding concepts,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8293,Graduate,6,Practice exercises,Low motivation,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
8294,Postgraduate,2,Video lectures,Internet connectivity issues,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
8295,Undergraduate,5,Practice exercises,Internet connectivity issues,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8296,Postgraduate,6,Practice exercises,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8297,Postgraduate,1,Practice exercises,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
8298,Graduate,1,Video lectures,Lack of concentration,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
8299,Undergraduate,6,Recorded tutorials,Difficulty understanding concepts,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
